STOCK NAME,STANDARDISED STOCK NAME,CODE,ANNUAL_REPORT_2018,INVESTMENT_CHANNEL,DATA AVAILIABITY,SECTOR
KEPPEL INFRASTRUCTURE FUND MANAGEMENT PTE LTD,KEPPEL INFRASTRUCTURE FUND MANAGEMENT PRIVATE LIMITED,A7RU,https://links.sgx.com/1.0.0/corporate-announcements/61721XL1BYCBE0AJ/1.%20%20Report%20to%20Unitholders%202018.pdf,BTRUST,Yes,Utilities
KEPPEL PACIFIC OAK US REIT MANAGEMENT PTE. LTD.,KEPPEL PACIFIC OAK US REIT MANAGEMENT PRIVATE LIMITED,CMOU,https://www.koreusreit.com/download.ashx?id=15122,REIT,Yes,Real Estate
KEPPEL REIT MANAGEMENT LIMITED,KEPPEL REIT MANAGEMENT LIMITED,K71U,https://links.sgx.com/1.0.0/corporate-announcements/TXCAKWJFPDFFGFQ7/KREIT_AR18.pdf,REIT,Yes,Real Estate
KHONG GUAN LIMITED,KHONG GUAN LIMITED,K03,https://links.sgx.com/1.0.0/corporate-announcements/JNPYC30D6L3DZPLP/KGL%20Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Staples
KIM HENG OFFSHORE & MARINE HOLDINGS LIMITED,KIM HENG OFFSHORE & MARINE HOLDINGS LIMITED,5G2,https://links.sgx.com/1.0.0/corporate-announcements/U7O0BSR0Q55GSTSU/Kim%20Heng%20AR2018.pdf,STOCKS,Yes,Energy
KIMLY LIMITED,KIMLY LIMITED,1D0,https://links.sgx.com/1.0.0/corporate-announcements/9FDRTQ23CS2O7JOY/KIMLY%20Annual%20Report%20.pdf,STOCKS,Yes,Consumer Discretionary
KING WAN CORPORATION LIMITED,KING WAN CORPORATION LIMITED,554,https://links.sgx.com/1.0.0/corporate-announcements/5AWALSFUBVGNHK7L/King%20Wan%20-%20FY2018%20Annual%20Report.pdf,STOCKS,Yes,Industrials
KINGSMEN CREATIVES LTD.,KINGSMEN CREATIVES LIMITED,5MZ,https://links.sgx.com/1.0.0/corporate-announcements/7SQNOO5BPSAOHCXG/KingsmenFY2018AnnualReportProxyForm.pdf,STOCKS,Yes,Industrials
KITCHEN CULTURE HOLDINGS LTD.,KITCHEN CULTURE HOLDINGS LIMITED,5TI,https://links.sgx.com/1.0.0/corporate-announcements/QES7JDF5WZY8BQGO/Kitchen%20Culture%20AR%20FY2018.pdf,STOCKS,Yes,Consumer Discretionary
KLW HOLDINGS LIMITED,KLW HOLDINGS LIMITED,504,https://links.sgx.com/1.0.0/corporate-announcements/GHUW20OC1OUXNF8L/KLW%20Holdings%20Annual%20Report%20FY2018.pdf,STOCKS,Yes,Industrials
KODA LTD,KODA LIMITED,BJZ,https://links.sgx.com/1.0.0/corporate-announcements/JB7EZAY48NODOI2X/Koda-AR2018.pdf,STOCKS,Yes,Consumer Discretionary
KOH BROTHERS ECO ENGINEERING LIMITED,KOH BROTHERS ECO ENGINEERING LIMITED,5HV,https://links.sgx.com/1.0.0/corporate-announcements/J69P0QQT2756J8KW/KBE%202018%20Annual%20report%20v3%20R1.pdf,STOCKS,Yes,Industrials
KOH BROTHERS GROUP LIMITED,KOH BROTHERS GROUP LIMITED,K75,https://links.sgx.com/1.0.0/corporate-announcements/W4IFYGV0AG00NFHF/KBGL%20AR%202018.pdf,STOCKS,Yes,Industrials
KOON HOLDINGS LIMITED,KOON HOLDINGS LIMITED,5DL,https://links.sgx.com/1.0.0/corporate-announcements/XFVG5XWGIJDQI2ZE/Koon%20Holdings%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
KOP LIMITED,KOP LIMITED,5I1,https://links.sgx.com/1.0.0/corporate-announcements/JS759W8IUOP5IBQQ/KOP%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
KORI HOLDINGS LIMITED,KORI HOLDINGS LIMITED,5VC,https://links.sgx.com/1.0.0/corporate-announcements/LRDUHV65F6RGZLVZ/Kori%20Holdings%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
KOUFU GROUP LIMITED,KOUFU GROUP LIMITED,VL6,https://links.sgx.com/1.0.0/corporate-announcements/48HZ1Z8LJZLNXUNI/Koufu_Annual%20Report%20FYE%202018.pdf,STOCKS,Yes,Consumer Discretionary
KOYO INTERNATIONAL LIMITED,KOYO INTERNATIONAL LIMITED,5OC,https://links.sgx.com/1.0.0/corporate-announcements/VG2NHTMPMMA6F4WL/KIL%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
KRISENERGY LTD.,KRISENERGY LIMITED,SK3,https://links.sgx.com/1.0.0/corporate-announcements/AK7G65RVD5M3DKZJ/KrisEnergy%20publishes%202018%20Annual%20Report.pdf,STOCKS,Yes,Energy
KS ENERGY LIMITED,KS ENERGY LIMITED,578,https://links.sgx.com/1.0.0/corporate-announcements/NNKCS5NWFDYVR2WK/KSE_Annual%20Report_2018.pdf,STOCKS,Yes,Industrials
KSH HOLDINGS LIMITED,KSH HOLDINGS LIMITED,ER0,https://links.sgx.com/1.0.0/corporate-announcements/Y8CZ0YGJ98X6HZ85/KSH%20Holdings%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
KTL GLOBAL LIMITED,KTL GLOBAL LIMITED,EB7,https://links.sgx.com/1.0.0/corporate-announcements/IJUHER6HZ4W6V3FI/KTL%20Global%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
KTMG LIMITED,KTMG LIMITED,XCF,https://links.sgx.com/1.0.0/corporate-announcements/SOPXKA7TWPG8WNQU/KTMG_AnnualReport2018.pdf,STOCKS,Yes,Consumer Discretionary
LAFE CORPORATION LIMITED,LAFE CORPORATION LIMITED,AYB,https://links.sgx.com/1.0.0/corporate-announcements/9YWMI1C4KJ6NRN44/Lafe%20Corporation%20Limited%20AR18.pdf,STOCKS,Yes,Real Estate
LANTROVISION (S) LTD,LANTROVISION SINGAPORE LIMITED,Q7W,,STOCKS,No,Information Technology
LASSETERS INTERNATIONAL HOLDINGS LIMITED,LASSETERS INTERNATIONAL HOLDINGS LIMITED,5EL,https://links.sgx.com/1.0.0/corporate-announcements/LDTGYSD9J468H1W8/LASSETERS%20AR2018.pdf,STOCKS,Yes,Consumer Discretionary
LCT HOLDINGS LIMITED,LCT HOLDINGS LIMITED,BJL,https://links.sgx.com/1.0.0/corporate-announcements/QU8DO2VNOL1H5KUV/LCT%20AR2018_final.pdf,STOCKS,Yes,Real Estate
LEADER ENVIRONMENTAL TECHNOLOGIES LIMITED,LEADER ENVIRONMENTAL TECHNOLOGIES LIMITED,LS9,https://links.sgx.com/1.0.0/corporate-announcements/JQI4KM80P4JOP5DG/Leader_AR2018_SGX.pdf,STOCKS,Yes,Industrials
LEY CHOON GROUP HOLDINGS LIMITED,LEY CHOON GROUP HOLDINGS LIMITED,Q0X,https://links.sgx.com/1.0.0/corporate-announcements/Z7O8PUBO5E229VH0/Ley%20Choon%20Group%20Holdings%20Limited%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
LHN LIMITED,LHN LIMITED,41O,https://links.sgx.com/1.0.0/corporate-announcements/KRYPNYWH2HK6VR82/LHN%20Limited%20-%20Annual%20Report%202018%20-%2031Dec2018.pdf,STOCKS,Yes,Real Estate
LHT HOLDINGS LIMITED,LHT HOLDINGS LIMITED,BEI,https://links.sgx.com/1.0.0/corporate-announcements/4WJI9TBN6V83MD2G/LHT%20Holdings%20Limited-AR2018-Low%20Res.pdf,STOCKS,Yes,Materials
LIAN BENG GROUP LTD,LIAN BENG GROUP LIMITED,L03,https://links.sgx.com/1.0.0/corporate-announcements/9TXP5E08B1PDSBE7/AnnualReport2018.pdf,STOCKS,Yes,Industrials
LIBRA GROUP LIMITED,LIBRA GROUP LIMITED,5TR,https://links.sgx.com/1.0.0/corporate-announcements/74YU7SU90KBILV2F/Libra-AR2018.pdf,STOCKS,Yes,Industrials
LIFEBRANDZ LTD.,LIFEBRANDZ LIMITED,1D3,https://links.sgx.com/1.0.0/corporate-announcements/XJRXMIV2QPPDL17D/Lifebrandz%20AR2018.pdf,STOCKS,Yes,Consumer Discretionary
LINC ENERGY LTD,LINC ENERGY LIMITED,BRE,,STOCKS,No,Energy
LION ASIAPAC LIMITED,LION ASIAPAC LIMITED,BAZ,https://links.sgx.com/1.0.0/corporate-announcements/ZQN0XDP25P8E4EQN/Annual%20Report%202018.pdf,STOCKS,Yes,Materials
LION GLOBAL INVESTORS LIMITED,LION GLOBAL INVESTORS LIMITED,CLR,https://links.sgx.com/1.0.0/corporate-announcements/OW3UTDADOLWB2W25/Lion-Phillip%20S-REIT%20ETF%20-%20Semi%20Annual%20Report%2030%20June%202018.pdf,REIT ETF,Yes,Real Estate
LIONGOLD CORP LTD,LIONGOLD CORP LIMITED,A78,https://links.sgx.com/1.0.0/corporate-announcements/07UOAVNY3K2TI9LS/LionGoldCorpLtdAnnualReport2018.pdf,STOCKS,Yes,Materials
LMIRT MANAGEMENT LTD.,LMIRT MANAGEMENT LIMITED,D5IU,https://links.sgx.com/1.0.0/corporate-announcements/Q26IFCYX84D0M8ZI/LMIR_Trust_Booklet_Notice_of_AGM_Proxy_Form_Request_Form.pdf,REIT,Yes,Real Estate
LONZA GROUP LTD,LONZA GROUP LIMITED,O6Z,https://links.sgx.com/1.0.0/corporate-announcements/OJ8HDLB1MNOMIA95/2019.03.07%20Sustainability%20Report.pdf,STOCKS,Yes,Health Care
LORENZO INTERNATIONAL LIMITED,LORENZO INTERNATIONAL LIMITED,5IE,https://links.sgx.com/1.0.0/corporate-announcements/SBGKZUK9Y3TBNG6F/Lorenzo-AR2018.final.pdf,STOCKS,Yes,Consumer Discretionary
LOW KENG HUAT (SINGAPORE) LIMITED,LOW KENG HUAT SINGAPORE LIMITED,F1E,https://links.sgx.com/1.0.0/corporate-announcements/SOMFV5BQY61PJDHA/Low%20Keng%20Huat%20AR%202017-2018.pdf,STOCKS,Yes,Industrials
LUM CHANG HOLDINGS LIMITED,LUM CHANG HOLDINGS LIMITED,L19,https://links.sgx.com/1.0.0/corporate-announcements/H7SSAPVAG4IRIRH2/LCH_Annual_Report_2018.pdf,STOCKS,Yes,Industrials
LUNG KEE (BERMUDA) HLDGS LTD,LUNG KEE (BERMUDA) HOLDINGS LIMITED,L09,https://links.sgx.com/1.0.0/corporate-announcements/B6J0I3L079LA6TE7/2018%20Annual%20Report.pdf,STOCKS,Yes,Industrials
LUXKING GROUP HOLDINGS LIMITED,LUXKING GROUP HOLDINGS LIMITED,BKK,https://links.sgx.com/1.0.0/corporate-announcements/H2J7CFCO12PTT7PY/Luxking-Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
LUZHOU BIO-CHEM TECHNOLOGY LIMITED,LUZHOU BIO-CHEM TECHNOLOGY LIMITED,L46,https://links.sgx.com/1.0.0/corporate-announcements/BFM3O8MLR0DDIRGW/Luzhou%20AR2018.pdf,STOCKS,Yes,Consumer Staples
LY CORPORATION LIMITED,LY CORPORATION LIMITED,1H8,https://links.sgx.com/1.0.0/corporate-announcements/FBHR23AD5CQFDX4J/LY%20Corporation_AR2018.pdf,STOCKS,Yes,Consumer Discretionary
LYXOR ASSET MANAGEMENT,LYXOR ASSET MANAGEMENT,MUTIPLE,,ETF,No,Financials
M DEVELOPMENT LTD.,M DEVELOPMENT LIMITED,N14,https://links.sgx.com/1.0.0/corporate-announcements/B0J9NXXVAH4O4AC8/MDL_Annual%20Report%20FY2018.pdf,STOCKS,Yes,Financials
M&C REIT MANAGEMENT LIMITED,M&C REIT MANAGEMENT LIMITED,J85,https://links.sgx.com/1.0.0/corporate-announcements/4GM4Z3XT4L2JWTGG/CDL%20Hospitality%20Trusts%20Annual%20Report%202018.pdf,REIT,Yes,Real Estate
MAGNUS ENERGY GROUP LTD.,MAGNUS ENERGY GROUP LIMITED,41S,https://links.sgx.com/1.0.0/corporate-announcements/7PYC7BSAKEEW1CZA/MagnusAnnualReport2018.pdf,STOCKS,Yes,Energy
MALAYSIA SMELTING CORP BHD 100,MALAYSIA SMELTING CORP BHD,NPW,https://links.sgx.com/1.0.0/corporate-announcements/N8AKTZZHAZCW5XOP/MSC%20-%20AR%202018.pdf,STOCKS,Yes,Materials
MANDARIN ORIENTAL INTL LTD,MANDARIN ORIENTAL INTL LIMITED,M04,https://links.sgx.com/1.0.0/corporate-announcements/JQDSMFDQ6R9XGQWP/MOIL%20Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
MANHATTAN RESOURCES LIMITED,MANHATTAN RESOURCES LIMITED,L02,https://links.sgx.com/1.0.0/corporate-announcements/Q4MWB7RLAVM8WCZ2/MRL_AR_2018.pdf,STOCKS,Yes,Industrials
MANUFACTURING INTEGRATION TECHNOLOGY LTD.,MANUFACTURING INTEGRATION TECHNOLOGY LIMITED,5LY,https://links.sgx.com/1.0.0/corporate-announcements/FPFYDG81H1Q0QX1D/MIT_AR2018.pdf,STOCKS,Yes,Industrials
MANULIFE US REAL ESTATE MANAGEMENT PTE. LTD.,MANULIFE US REAL ESTATE MANAGEMENT PRIVATE LIMITED,BTOU,https://links.sgx.com/1.0.0/corporate-announcements/ZL74FAC8ZL3S6G4R/Manulife%20US%20REIT%20AR%202018.pdf,REIT,Yes,Real Estate
MAPLETREE COMMERCIAL TRUST MANAGEMENT LTD.,MAPLETREE COMMERCIAL TRUST MANAGEMENT LIMITED,N2IU,https://links.sgx.com/1.0.0/corporate-announcements/I8HH0BL4D02VG2DI/Mapletree%20Commercial%20Trust_Annual%20Report_FY2017-2018.pdf,REIT,Yes,Real Estate
MAPLETREE INDUSTRIAL TRUST MANAGEMENT LTD.,MAPLETREE INDUSTRIAL TRUST MANAGEMENT LIMITED,ME8U,https://links.sgx.com/1.0.0/corporate-announcements/XF1RRG6X798G5566/Mapletree%20Industrial%20Trust%20Annual%20Report%202017_2018.pdf,REIT,Yes,Real Estate
MAPLETREE LOGISTICS TRUST MANAGEMENT LTD.,MAPLETREE LOGISTICS TRUST MANAGEMENT LIMITED,M44U,https://links.sgx.com/1.0.0/corporate-announcements/JWGOB1B459GIHK4J/MLT_AR17-18_29Jun2018.pdf,REIT,Yes,Real Estate
MAPLETREE NORTH ASIA COMMERCIAL TRUST MANAGEMENT LTD.,MAPLETREE NORTH ASIA COMMERCIAL TRUST MANAGEMENT LIMITED,RW0U,https://links.sgx.com/1.0.0/corporate-announcements/0D7DTLUVLZ640JVX/MGCCT_AnnualReport_29Jun2018.pdf,REIT,Yes,Real Estate
MARCO POLO MARINE LTD.,MARCO POLO MARINE LIMITED,5LY,https://links.sgx.com/1.0.0/corporate-announcements/1LOQ6UVKE9BZBSVK/Marco%20Polo%20Marine%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
MARUWA CO. LTD,MARUWA COMPANY LIMITED,M12,,STOCKS,No,Information Technology
MARY CHIA HOLDINGS LIMITED,MARY CHIA HOLDINGS LIMITED,5OX,https://links.sgx.com/1.0.0/corporate-announcements/TVOQ3FVPPTPQI0AF/MCHL_Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
MATEX INTERNATIONAL LIMITED,MATEX INTERNATIONAL LIMITED,M15,https://links.sgx.com/1.0.0/corporate-announcements/NHB6X8RBMCOTJEA7/Matex_International_Limited_2018_Annual_Report.pdf,STOCKS,Yes,Materials
MAXI-CASH FINANCIAL SERVICES CORPORATION LTD.,MAXI-CASH FINANCIAL SERVICES CORPORATION LIMITED,5UF,https://links.sgx.com/1.0.0/corporate-announcements/66QLVTXFAJSM4O9Y/MaxiCash-AR%20Financial%2019.pdf,STOCKS,Yes,Financials
MDR LIMITED,MDR LIMITED,A27,https://links.sgx.com/1.0.0/corporate-announcements/O2ICL46SC1EQ7U37/mDR_AR2018.pdf,STOCKS,Yes,Information Technology
MEDINEX LIMITED,MEDINEX LIMITED,OTX,https://links.sgx.com/1.0.0/corporate-announcements/7G8C6W5660CGBZO0/Medinex%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
MEDTECS INTERNATIONAL CORP LTD,MEDTECS INTERNATIONAL CORP LIMITED,546,https://links.sgx.com/1.0.0/corporate-announcements/30TYR40147741994/Annual%20Report%20FY2018.pdf,STOCKS,Yes,Health Care
MEGACHEM LIMITED,MEGACHEM LIMITED,5DS,https://links.sgx.com/1.0.0/corporate-announcements/8AKL38AM27TV9OJR/Megachem_Annual%20Report%20FY2018.pdf,STOCKS,Yes,Industrials
MEGHMANI ORGANICS LIMITED,MEGHMANI ORGANICS LIMITED,M30,https://links.sgx.com/1.0.0/corporate-announcements/SB607IG5BNWA6RB4/MOL%20Annual%20Report%202017-18.pdf,STOCKS,Yes,Materials
MEGROUP LTD.,MEGROUP LIMITED,SJY,,STOCKS,No,Consumer Discretionary
MEMORIES GROUP LIMITED,MEMORIES GROUP LIMITED,1H4,https://links.sgx.com/1.0.0/corporate-announcements/7CH55K0KN6VWQJMX/MGL%20AR%20FY2018.pdf,STOCKS,Yes,Consumer Discretionary
MEMSTAR TECHNOLOGY LTD.,MEMSTAR TECHNOLOGY LIMITED,5MS,,STOCKS,No,Materials
MENCAST HOLDINGS LTD.,MENCAST HOLDINGS LIMITED,5NF,https://links.sgx.com/1.0.0/corporate-announcements/Q5KE9U9P8HRVBLOD/MHL_AR2018.pdf,STOCKS,Yes,Energy
MERCURIUS CAP INVESTMENT LTD,MERCURIUS CAP INVESTMENT LIMITED,5RF,https://links.sgx.com/1.0.0/corporate-announcements/QOY06XYMB7T8L161/Mercurius%20Capital%20FY2018%20AR%20Final.pdf,STOCKS,Yes,Consumer Discretionary
MERMAID MARITIME PUBLIC CO LTD,MERMAID MARITIME PUBLIC COMPANY LIMITED,DU4,https://links.sgx.com/1.0.0/corporate-announcements/OXN4YR91U1PAXDUF/MERMAID_Annual2018.pdf,STOCKS,Yes,Energy
METAL COMPONENT ENGINEERING LIMITED,METAL COMPONENT ENGINEERING LIMITED,5DX,https://links.sgx.com/1.0.0/corporate-announcements/HFK8BJ3PAB8WXTSN/MCE%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
METECH INTERNATIONAL LIMITED,METECH INTERNATIONAL LIMITED,V3M,https://links.sgx.com/1.0.0/corporate-announcements/DHTJH3MRQLJ43PMY/Metech%20International%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
METRO HOLDINGS LTD,METRO HOLDINGS LIMITED,M01,https://links.sgx.com/1.0.0/corporate-announcements/MSYHC5XI474GXUWE/MHL%20Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
MEWAH INTERNATIONAL INC.,MEWAH INTERNATIONAL INC,MV4,https://links.sgx.com/1.0.0/corporate-announcements/SZINKV5WV267A5IP/Mewah_Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Staples
MICRO-MECHANICS (HOLDINGS) LTD.,MICRO-MECHANICS HOLDINGS LIMITED,M11,https://links.sgx.com/1.0.0/corporate-announcements/5GX7A95290RVH6CX/MMH-AR-2018.pdf,STOCKS,Yes,Information Technology
MIDAS HOLDINGS LIMITED,MIDAS HOLDINGS LIMITED,5EN,,STOCKS,No,Materials
MINDCHAMPS PRESCHOOL LIMITED,MINDCHAMPS PRESCHOOL LIMITED,CNE,https://links.sgx.com/1.0.0/corporate-announcements/IDU383EIH3HLH1LM/MindChamps%20PreSchool%20Limited%20-%20Annual%20Report%20FY2018.pdf,STOCKS,Yes,Consumer Discretionary
MIRACH ENERGY LIMITED,MIRACH ENERGY LIMITED,AWO,https://links.sgx.com/1.0.0/corporate-announcements/4SMQIP28X6S8FZVI/Mirach_Annual_Report18.pdf,STOCKS,Yes,Energy
MIYOSHI LIMITED,MIYOSHI LIMITED,M03,https://links.sgx.com/1.0.0/corporate-announcements/UK08C1JU0IOY4PXS/20181206-SGXannMiyoshiAR18-SGX%20Final.pdf,STOCKS,Yes,Industrials
MIZUHO FINANCIAL,MIZUHO FINANCIAL,,,ADR,No,
MM2 ASIA LTD.,MM2 ASIA LIMITED,1B0,https://links.sgx.com/1.0.0/corporate-announcements/WCPDJCVR6IJTVXR1/MM2_Annual%20Report%20FY2018_16.7.18.pdf,STOCKS,Yes,Communication Services
MMP RESOURCES LIMITED,MMP RESOURCES LIMITED,F3V,https://links.sgx.com/1.0.0/corporate-announcements/EXLDJ19BYWZ11CVH/MMP_Annual%20Report_FYE31Dec18.pdf,STOCKS,Yes,Industrials
MONEYMAX FINANCIAL SERVICES LTD.,MONEYMAX FINANCIAL SERVICES LIMITED,5WJ,https://links.sgx.com/1.0.0/corporate-announcements/NWV7O3KIYJQG2RBT/MoneyMax%20AR%202018.pdf,STOCKS,Yes,Consumer Discretionary
MOYA HOLDINGS ASIA LIMITED,MOYA HOLDINGS ASIA LIMITED,5WE,https://links.sgx.com/1.0.0/corporate-announcements/LB5WW6IKQQ3VFW1X/Moya_Holdings_Asia_Limited_Annual_Report_FY2018.pdf,STOCKS,Yes,Industrials
MS HOLDINGS LIMITED,MS HOLDINGS LIMITED,40U,https://links.sgx.com/1.0.0/corporate-announcements/EJ6T3Q666LIOU6UQ/UMS_Annual%20Report%20FYE2018.pdf,STOCKS,Yes,Industrials
MSM INTERNATIONAL LIMITED,MSM INTERNATIONAL LIMITED,5QR,https://links.sgx.com/1.0.0/corporate-announcements/W0VL2E6E2P91OCUA/MSM%20AR%202018_final.pdf,STOCKS,Yes,Industrials
MTQ CORPORATION LIMITED,MTQ CORPORATION LIMITED,M05,https://links.sgx.com/1.0.0/corporate-announcements/C8B4WLD5N0AOHGLQ/MTQ%20-%20Annual%20Report.pdf,STOCKS,Yes,Energy
MUFJ FINANCIAL,MUFJ FINANCIAL,,,ADR,No,
MULTI-CHEM LIMITED,MULTI-CHEM LIMITED,AWZ,https://links.sgx.com/1.0.0/corporate-announcements/16MXI8YJTAU3RPG1/Multi-Chem_Annual%20Report_2018.pdf,STOCKS,Yes,Information Technology
MUN SIONG ENGINEERING LIMITED,MUN SIONG ENGINEERING LIMITED,MF6,https://links.sgx.com/1.0.0/corporate-announcements/IHUQEWXMI4BVO2E4/MSE%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
"MURATA MANUFACTURING CO., LTD.",MURATA MANUFACTURING COMPANY LIMITED,PJX,,STOCKS,No,Information Technology
MYP LTD.,MYP LIMITED,F86,https://links.sgx.com/1.0.0/corporate-announcements/Y8J7J9U57VZ802VH/MYP_Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
NAM CHEONG LIMITED,NAM CHEONG LIMITED,N4E,https://links.sgx.com/1.0.0/corporate-announcements/AE4KKB1H3U6N5IOG/NCL_Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
NAM LEE PRESSED METAL INDUSTRIES LIMITED,NAM LEE PRESSED METAL INDUSTRIES LIMITED,G0I,https://links.sgx.com/1.0.0/corporate-announcements/5TWW2TOJGYJQLVYP/Nam%20Lee_AR2018.pdf,STOCKS,Yes,Industrials
NATURAL COOL HOLDINGS LIMITED,NATURAL COOL HOLDINGS LIMITED,5IF,https://links.sgx.com/1.0.0/corporate-announcements/J7U5OZQ36X9QRBBN/Natural%20Cool%20-%20Annual%20Report.pdf,STOCKS,Yes,Industrials
NAUTICAWT LIMITED,NAUTICAWT LIMITED,42D,https://links.sgx.com/1.0.0/corporate-announcements/44SOZ8Q3CJGVEB06/Annual%20Report%20-%20FY2018.pdf,STOCKS,Yes,Energy
NEO GROUP LIMITED,NEO GROUP LIMITED,5UJ,https://links.sgx.com/1.0.0/corporate-announcements/STGV76IP0J6I8FUZ/NGL_Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
NERA TELECOMMUNICATIONS LTD,NERA TELECOMMUNICATIONS LIMITED,N01,https://links.sgx.com/1.0.0/corporate-announcements/YZIYVEV9315ZQA91/Corringendum%20to%20AR2018.pdf,STOCKS,Yes,Information Technology
NET PACIFIC FINANCIAL HOLDINGS LIMITED,NET PACIFIC FINANCIAL HOLDINGS LIMITED,5QY,https://links.sgx.com/1.0.0/corporate-announcements/9XSBPR97FL2OWKF6/NetPacific-AR2018.pdf,STOCKS,Yes,Financials
NETEASE.COM INC,NETEASECOM INC,,,ADR,No,
NETLINK NBN MANAGEMENT PTE. LTD.,NETLINK NBN MANAGEMENT PRIVATE LIMITED,CJLU,https://links.sgx.com/1.0.0/corporate-announcements/PBZUWDVGF05Y15U6/NetLink%20NBN%20Trust%20-%202018%20Cover%20Letter.pdf,BTRUST,Yes,Communication Services
NEW SILKROUTES GROUP LIMITED,NEW SILKROUTES GROUP LIMITED,BMT,https://links.sgx.com/1.0.0/corporate-announcements/E5UWWAWB90T9K979/New%20Silkroutes%20Group%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Energy
NEW TOYO INTERNATIONAL HOLDINGS LTD,NEW TOYO INTERNATIONAL HOLDINGS LIMITED,N08,https://links.sgx.com/1.0.0/corporate-announcements/GCYK4XCK57GVWZS0/NTIH_Annual%20Report%202018.pdf,STOCKS,Yes,Materials
NEW WAVE HOLDINGS LTD.,NEW WAVE HOLDINGS LIMITED,5FX,https://links.sgx.com/1.0.0/corporate-announcements/GSWK89S6XP5KV7HG/NW_Annual_Report_2018.pdf,STOCKS,Yes,Industrials
NGSC LIMITED,NGSC LIMITED,B07,https://links.sgx.com/1.0.0/corporate-announcements/LW01FPHNWXILLRYH/NGSCAR2018.pdf,STOCKS,Yes,Communication Services
NICO STEEL HOLDINGS LIMITED,NICO STEEL HOLDINGS LIMITED,5GF,https://links.sgx.com/1.0.0/corporate-announcements/2YD7OKR911XOLNCI/Nico%20Steel%20Holdings%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Information Technology
NIKKO ASSET MANAGEMENT ASIA LIMITED,NIKKO ASSET MANAGEMENT ASIA LIMITED,MUTIPLE,,REIT ETF,No,Real Estate
NIPPECRAFT LIMITED,NIPPECRAFT LIMITED,N32,https://links.sgx.com/1.0.0/corporate-announcements/VD82U9FINH3VR041/Nippecraft%20Annual%20Report%20FY2018.pdf,STOCKS,Yes,Industrials
NO SIGNBOARD HOLDINGS LTD,NO SIGNBOARD HOLDINGS LIMITED,1G6,https://links.sgx.com/1.0.0/corporate-announcements/3CMK781PZF61IX7L/NSB%20-%20AR%202018.pdf,STOCKS,Yes,Consumer Discretionary
NOBLE GROUP LIMITED,NOBLE GROUP LIMITED,CGP,,STOCKS,No,Industrials
NOEL GIFTS INTERNATIONAL LTD.,NOEL GIFTS INTERNATIONAL LIMITED,543,https://links.sgx.com/1.0.0/corporate-announcements/1AEYC3F1T0GI9178/Noel%20Gifts%20International%20Ltd%20%20Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
"NOMURA HOLDINGS, INC",NOMURA HOLDINGS INC,N33,https://www.nomuraholdings.com/investor/library/ar/2018/pdf/nomura_report_all.pdf,STOCKS,Yes,Financials
NORDIC GROUP LIMITED,NORDIC GROUP LIMITED,MR7,https://links.sgx.com/1.0.0/corporate-announcements/OTFLN6131JHUJH2X/Nordic%20Group%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
NSL LTD.,NSL LIMITED,N02,https://links.sgx.com/1.0.0/corporate-announcements/9SITCJF22P8SNOAT/NSL%20AR%202018.pdf,STOCKS,Yes,Materials
NTEGRATOR INTERNATIONAL LTD.,NTEGRATOR INTERNATIONAL LIMITED,5HC,https://links.sgx.com/1.0.0/corporate-announcements/WSY0SJT0C44DOH9A/Ntegrator-Annual%20Report%202018.pdf,STOCKS,Yes,Information Technology
NUTRYFARM INTERNATIONAL LIMITED,NUTRYFARM INTERNATIONAL LIMITED,AZT,https://links.sgx.com/1.0.0/corporate-announcements/OODKH308MXSKCRJ0/Ann-Clarification%20of%20Annual%20Rpt%202018-29Jul2018-Final.pdf,STOCKS,Yes,Consumer Staples
